pid,model_id,cosmetics,rating,cosmetics_code
73,24,without,3,0
73,25,without,4,0
73,26,with,6,1
73,27,with,5,1
73,28,with,5,1
73,29,without,2,0
73,30,without,3,0
73,31,with,5,1
73,32,with,4,1
73,33,with,5,1
16,1,with,4,1
16,2,with,5,1
16,3,without,5,0
16,4,without,4,0
16,5,without,5,0
16,6,with,5,1
16,7,without,4,0
16,8,without,3,0
16,9,without,3,0
16,10,with,4,1
16,11,without,6,0
16,12,without,2,0
16,13,without,5,0
16,14,with,4,1
16,15,without,5,0
16,16,without,5,0
16,17,with,6,1
16,18,without,4,0
16,19,without,2,0
16,20,with,5,1
16,21,without,4,0
16,22,without,5,0
16,23,with,3,1
16,24,without,3,0
16,25,without,5,0
16,26,with,5,1
16,27,without,1,0
16,28,with,6,1
16,29,without,2,0
16,30,without,3,0
16,31,without,5,0
16,32,with,2,1
16,33,without,3,0
30,1,with,3,1
30,2,with,5,1
30,3,without,5,0
30,4,with,5,1
30,5,with,5,1
30,6,with,3,1
30,7,without,3,0
30,8,with,4,1
30,9,with,4,1
30,10,with,5,1
30,11,with,2,1
30,12,without,3,0
30,13,with,5,1
30,14,with,5,1
30,15,with,4,1
30,16,without,6,0
30,17,without,2,0
30,18,without,3,0
30,19,with,4,1
30,20,without,3,0
30,21,with,5,1
30,22,without,6,0
30,23,with,3,1
30,24,with,3,1
30,25,with,5,1
30,26,with,4,1
30,27,with,3,1
30,28,without,3,0
30,29,without,3,0
30,30,with,4,1
30,31,with,5,1
30,32,without,4,0
30,33,with,5,1
